run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_vgg16_N2.5_seed11,11,1337,2.5,300,0.503437,93.2500,94.3800
cifar10_vgg16_N2.5_seed12,12,1337,2.5,300,0.506984,93.3800,94.1800
cifar10_vgg16_N2.5_seed13,13,1337,2.5,300,0.503229,93.2300,94.3000
