run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N3p5_seed6,6,1337,3.5,300,0.542698,90.5300,91.1000
cifar10_resnet20_N3p5_seed7,7,1337,3.5,300,0.548509,90.0600,90.9200
cifar10_resnet20_N3p5_seed8,8,1337,3.5,300,0.558621,89.9200,90.6200
cifar10_resnet20_N3p5_seed9,9,1337,3.5,300,0.547517,90.0800,90.9800
cifar10_resnet20_N3p5_seed10,10,1337,3.5,300,0.551651,89.9500,90.9600
