run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N4p5_seed6,6,1337,4.5,300,0.538993,90.8000,91.5800
cifar10_resnet20_N4p5_seed7,7,1337,4.5,300,0.539536,90.6900,91.5800
cifar10_resnet20_N4p5_seed8,8,1337,4.5,300,0.548194,90.3400,91.3600
cifar10_resnet20_N4p5_seed9,9,1337,4.5,300,0.545834,90.7900,91.6200
cifar10_resnet20_N4p5_seed10,10,1337,4.5,300,0.540866,90.7000,91.5800
