run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N3p0_seed6,6,1337,3.0,300,0.553978,89.9100,90.9400
cifar10_resnet20_N3p0_seed7,7,1337,3.0,300,0.551526,90.0000,91.3800
cifar10_resnet20_N3p0_seed8,8,1337,3.0,300,0.555069,90.1900,90.7200
cifar10_resnet20_N3p0_seed9,9,1337,3.0,300,0.553035,89.7100,91.2000
cifar10_resnet20_N3p0_seed10,10,1337,3.0,300,0.550873,90.1400,91.4400
cifar10_resnet20_N3p0_seed11,11,1337,3.0,300,0.550332,89.9000,90.9400
