run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet18_N1p5_seed9,9,1337,1.5,300,0.462902,94.1400,95.0600
cifar10_resnet18_N1p5_seed10,10,1337,1.5,300,0.456048,94.3500,95.1200
