run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet18_N4p0_seed6,6,1337,4.0,300,0.457149,94.5000,95.3800
cifar10_resnet18_N4p0_seed7,7,1337,4.0,300,0.442393,95.0100,95.6200
cifar10_resnet18_N4p0_seed8,8,1337,4.0,300,0.438730,95.1900,95.4800
cifar10_resnet18_N4p0_seed9,9,1337,4.0,300,0.449458,94.6000,95.6600
cifar10_resnet18_N4p0_seed10,10,1337,4.0,300,0.446674,94.8200,95.8400
