run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet18_N2p5_seed6,6,1337,2.5,300,0.458401,94.3200,95.4800
cifar10_resnet18_N2p5_seed7,7,1337,2.5,300,0.451601,94.5800,95.3600
cifar10_resnet18_N2p5_seed8,8,1337,2.5,300,0.457636,94.3900,95.4600
cifar10_resnet18_N2p5_seed9,9,1337,2.5,300,0.454949,94.4200,95.3400
cifar10_resnet18_N2p5_seed10,10,1337,2.5,300,0.457451,94.2300,95.8800
