run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N5p0_seed6,6,1337,5.0,300,0.544211,90.6900,91.8800
cifar10_resnet20_N5p0_seed7,7,1337,5.0,300,0.541096,90.4600,91.2800
cifar10_resnet20_N5p0_seed8,8,1337,5.0,300,0.542909,90.6900,92.0200
cifar10_resnet20_N5p0_seed9,9,1337,5.0,300,0.542664,90.7800,91.5600
cifar10_resnet20_N5p0_seed10,10,1337,5.0,300,0.536508,90.7400,91.6400
