run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N1p5_seed6,6,1337,1.5,300,0.572415,89.0400,89.7400
cifar10_resnet20_N1p5_seed7,7,1337,1.5,300,0.587162,88.6800,89.3400
cifar10_resnet20_N1p5_seed8,8,1337,1.5,300,0.580108,88.6100,89.9800
cifar10_resnet20_N1p5_seed9,9,1337,1.5,300,0.587714,88.3200,89.9200
cifar10_resnet20_N1p5_seed10,10,1337,1.5,300,0.589548,88.3300,89.5400
