run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet18_N4p5_seed6,6,1337,4.5,300,0.442254,94.9100,95.5000
cifar10_resnet18_N4p5_seed7,7,1337,4.5,300,0.455352,94.6300,95.8800
cifar10_resnet18_N4p5_seed8,8,1337,4.5,300,0.449932,94.8900,95.5600
cifar10_resnet18_N4p5_seed9,9,1337,4.5,300,0.450422,94.8100,95.4400
cifar10_resnet18_N4p5_seed10,10,1337,4.5,300,0.450136,94.6500,95.9600
