run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N3p0_seed6,6,1337,3.0,300,0.555125,90.0400,90.6000
cifar10_resnet20_N3p0_seed7,7,1337,3.0,300,0.563057,89.6400,90.9800
cifar10_resnet20_N3p0_seed8,8,1337,3.0,300,0.545835,89.9900,90.8400
cifar10_resnet20_N3p0_seed9,9,1337,3.0,300,0.547787,90.1600,91.2600
cifar10_resnet20_N3p0_seed10,10,1337,3.0,300,0.551886,90.3500,91.1600
