run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N4p5_seed6,6,1337,4.5,300,0.536346,90.7600,91.7000
cifar10_resnet20_N4p5_seed7,7,1337,4.5,300,0.553833,90.1000,91.4800
cifar10_resnet20_N4p5_seed8,8,1337,4.5,300,0.543020,90.6200,91.9200
cifar10_resnet20_N4p5_seed9,9,1337,4.5,300,0.536626,90.5100,91.8800
cifar10_resnet20_N4p5_seed10,10,1337,4.5,300,0.544461,90.4800,92.1200
