run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N2p0_seed6,6,1337,2.0,300,0.564791,89.5400,89.8000
cifar10_resnet20_N2p0_seed7,7,1337,2.0,300,0.564255,89.2300,90.6000
cifar10_resnet20_N2p0_seed8,8,1337,2.0,300,0.565668,89.3700,90.2800
cifar10_resnet20_N2p0_seed9,9,1337,2.0,300,0.563294,89.6100,90.1800
cifar10_resnet20_N2p0_seed10,10,1337,2.0,300,0.570454,89.0400,90.3200
