run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet20_N4p0_seed6,6,1337,4.0,300,0.545486,90.4700,91.3000
cifar10_resnet20_N4p0_seed7,7,1337,4.0,300,0.549488,90.3100,91.2800
cifar10_resnet20_N4p0_seed8,8,1337,4.0,300,0.543008,90.7400,91.4600
cifar10_resnet20_N4p0_seed9,9,1337,4.0,300,0.551897,90.1700,91.3400
cifar10_resnet20_N4p0_seed10,10,1337,4.0,300,0.546742,90.3300,91.6600
