run_name,seed,split_seed,N_scale,epochs,test_loss,test_acc,best_val_acc
cifar10_resnet18_N3p5_seed6,6,1337,3.5,300,0.448237,94.5700,95.4800
cifar10_resnet18_N3p5_seed7,7,1337,3.5,300,0.446257,94.7400,95.8000
cifar10_resnet18_N3p5_seed8,8,1337,3.5,300,0.452386,94.6400,95.6400
cifar10_resnet18_N3p5_seed9,9,1337,3.5,300,0.453542,94.5400,95.6600
cifar10_resnet18_N3p5_seed10,10,1337,3.5,300,0.444597,94.9200,95.6600
